Tutorial Group,Team Assigned,Student ID,School,Name,Gender,CGPA
G-94,Team 05,3495,MAE,Shan Mei,F,4.03
G-94,Team 05,3892,CoE,Long Thi Bich,M,4.11
G-94,Team 05,4522,SSS,Caleb Hughes,M,4.08
G-94,Team 05,4530,NIE,Nan Liu,F,4.04
G-94,Team 05,4891,SSS,Sheela Krishnan,F,4.0
G-94,Team 06,1107,CoB (NBS),Zara Khan,F,4.09
G-94,Team 06,2499,CoE,Jackson Allen,M,4.12
G-94,Team 06,2725,SSS,Natalia Chen,F,4.06
G-94,Team 06,4137,CoE,Mason Lee,M,4.03
G-94,Team 06,797,MSE,Riya Kapoor,F,4.06
G-94,Team 07,2899,CoB (NBS),Zainab Rehman,F,4.14
G-94,Team 07,4230,SSS,Anita Devi,F,3.85
G-94,Team 07,5169,MSE,Gracie Hall,F,3.85
G-94,Team 07,5179,LKCMedicine,Kade Wu,M,4.1
G-94,Team 07,5719,EEE,Spencer Xu,M,4.11
G-94,Team 08,156,CoB (NBS),Scarlett Collins,F,4.18
G-94,Team 08,1669,CEE,Sofia Cooper,F,4.03
G-94,Team 08,1893,SBS,Nida Javed,F,4.19
G-94,Team 08,551,SBS,Lorenzo Wu,M,4.04
G-94,Team 08,5753,CCEB,Ezekiel Li,M,4.04
G-94,Team 09,1071,CEE,Margaret Tan,F,4.19
G-94,Team 09,2508,CCEB,Ahmed Choudhary,M,3.85
G-94,Team 09,3432,ASE,Rully Prabowo,M,4.15
G-94,Team 09,3438,SBS,Layla Alvi,F,4.09
G-94,Team 09,4556,CoB (NBS),Peixuan,F,4.25
G-94,Team 10,2240,CCDS,Saanvi Verma,F,4.18
G-94,Team 10,2437,CEE,Charlotte Foster,F,4.0
G-94,Team 10,2551,CoB (NBS),Ivy Lin,F,4.18
G-94,Team 10,94,MAE,Ajay Bansal,M,4.11
G-94,Team 10,998,CoE,Paola Santos,F,3.95
G-95,Team 01,2572,SSS,Madeline Wu,F,4.11
G-95,Team 01,3734,CEE,Aubrey Collins,F,3.91
G-95,Team 01,5242,CCEB,Rizky Hidayat,M,4.1
G-95,Team 01,5440,CoE,Adil Khan,M,4.09
G-95,Team 01,721,WKW SCI,Carter Li,M,4.18
G-95,Team 02,1848,SSS,Malaya Chen,F,4.03
G-95,Team 02,3158,CCDS,Jae-Min Park,M,4.52
G-95,Team 02,3466,CEE,Li Jing,F,3.89
G-95,Team 02,3562,CoE,Saqib Khan,M,4.16
G-95,Team 02,4615,CCEB,Kenta Matsumoto,M,3.86
G-95,Team 03,1846,CoE,Darren Scott,M,4.18
G-95,Team 03,3012,SSS,Anam Iqbal,F,4.14
G-95,Team 03,3339,NIE,Koh Tze,M,3.88
G-95,Team 03,3698,CoB (NBS),Hui Ying Tan,M,4.0
G-95,Team 03,5407,CEE,Zara Binti Zain,F,3.91
G-95,Team 04,1060,CoB (NBS),Igor Kuznetsov,M,3.9
G-95,Team 04,1581,ASE,Kunal Joshi,M,4.1
G-95,Team 04,191,CCDS,Ying Hui,F,4.2
G-95,Team 04,3545,SSS,Saniya Ali,F,4.08
G-95,Team 04,4567,CoE,Siddharth Patil,M,4.11
G-95,Team 05,1211,EEE,Kanya Setiawati,F,3.9
G-95,Team 05,2480,ADM,Zara Noor,F,4.04
G-95,Team 05,3885,MAE,Liam Yu,M,4.01
G-95,Team 05,4812,CoB (NBS),Quincy Ramos,M,4.05
G-95,Team 05,5284,CoE,Souta Watanabe,M,3.8
G-95,Team 06,2501,CoB (NBS),Riku Nakamura,M,4.0
G-95,Team 06,2700,EEE,Layla Tan,F,3.94
G-95,Team 06,3059,MAE,Emily Ho,F,3.88
G-95,Team 06,4085,CCDS,Matthew Baker,M,4.5
G-95,Team 06,657,CoE,Yong Cheng Tan,M,4.2
G-95,Team 07,1928,NIE,Ming Wei,M,4.15
G-95,Team 07,2284,SoH,Ailin,M,4.3
G-95,Team 07,3151,EEE,Lijun,F,4.2
G-95,Team 07,4186,WKW SCI,Aditya Bansal,M,4.02
G-95,Team 07,4704,MAE,Dahlia Cooper,F,4.1
G-95,Team 08,4439,CEE,Caden Rivera,M,4.03
G-95,Team 08,4733,SoH,Scarlett Lee,F,3.89
G-95,Team 08,5455,CCEB,Selah Lin,F,3.95
G-95,Team 08,5710,SoH,Kartik Nair,M,4.26
G-95,Team 08,591,MSE,Ming Yu,M,4.12
G-95,Team 09,1509,WKW SCI,Nianzu,M,4.0
G-95,Team 09,2226,SSS,Subhash Yadav,M,4.19
G-95,Team 09,2917,SoH,Manisha Wadhwa,F,4.17
G-95,Team 09,3410,CCEB,Raegan Chen,F,4.0
G-95,Team 09,3412,EEE,Rishabh Yadav,M,4.01
G-95,Team 10,1880,SSS,Christopher Martinez,M,4.17
G-95,Team 10,251,SoH,Isabella White,F,3.94
G-95,Team 10,4480,EEE,Jesse Bennett,M,4.11
G-95,Team 10,4926,SBS,Quinton Young,M,4.03
G-95,Team 10,808,CCEB,Lillian Cooper,F,4.05
G-96,Team 01,2826,CoB (NBS),Faisal Bukhari,F,4.03
G-96,Team 01,4614,EEE,Ethan Harris,M,4.14
G-96,Team 01,558,WKW SCI,Zhao Lei,M,4.15
G-96,Team 01,5587,CCEB,Aisha Binti Rahman,F,3.85
G-96,Team 01,717,CCDS,Victor Santos,M,4.1
G-96,Team 02,1544,CoB (NBS),Jessica Tan,F,4.04
G-96,Team 02,4037,MSE,Ying Xue,F,4.02
G-96,Team 02,4370,CCDS,Dhruv Srivastava,M,4.03
G-96,Team 02,5197,EEE,Asher Li,M,4.04
G-96,Team 02,5834,CCEB,Rida Iqbal,F,4.06
G-96,Team 03,215,CCDS,Ayaan Shah,M,4.02
G-96,Team 03,3224,CCEB,Ritika Mehta,F,4.08
G-96,Team 03,4488,EEE,Derek Chen,M,4.1
G-96,Team 03,5262,CoB (NBS),Samantha Flores,F,4.02
G-96,Team 03,5327,MSE,Vera Smith,F,4.02
G-96,Team 04,2909,EEE,Alexander Green,M,4.1
G-96,Team 04,3171,SBS,Cody Evans,M,4.02
G-96,Team 04,3221,CCEB,Una Kaur,F,4.0
G-96,Team 04,4939,CoB (NBS),Sophie Taylor,F,4.52
G-96,Team 04,5352,MAE,Sophia Smith,F,4.15
G-96,Team 05,3516,SSS,Nadia Binti Ahmad,F,4.1
G-96,Team 05,4079,EEE,Jack Peterson,M,3.95
G-96,Team 05,4092,SBS,Kunal Sinha,M,4.12
G-96,Team 05,511,CoB (NBS),Zhaofeng,F,4.25
G-96,Team 05,5397,CCEB,Yumiko Watanabe,F,3.94
G-96,Team 06,3447,SSS,Aditi Chai,F,4.03
G-96,Team 06,5050,SBS,Yun Chen,M,4.2
G-96,Team 06,5196,SoH,Huilin,F,4.2
G-96,Team 06,5652,EEE,Liam Wang,M,4.06
G-96,Team 06,979,CCDS,Patty Lim,F,4.12
G-96,Team 07,1088,LKCMedicine,Liang Bo,M,3.91
G-96,Team 07,3617,MAE,Gwen Kwan,F,4.0
G-96,Team 07,4288,EEE,Oscar Lim,M,4.17
G-96,Team 07,5207,SBS,Olive Lim,F,4.21
G-96,Team 07,609,CCDS,Marina Tan,F,4.17
G-96,Team 08,2344,CoB (NBS),Manish Verma,M,4.05
G-96,Team 08,2888,SSS,Ellie Rivera,F,4.1
G-96,Team 08,2905,SBS,Ella Wright,F,3.88
G-96,Team 08,3552,CEE,Dmitri Andreevich,M,4.0
G-96,Team 08,4189,EEE,Zahra Lestari,F,4.0
G-96,Team 09,2404,CoB (NBS),Isaiah Li,M,4.15
G-96,Team 09,3738,EEE,Fang Xiu,F,4.17
G-96,Team 09,3862,MAE,Jin-Soo Lee,M,4.17
G-96,Team 09,4396,CCDS,Zara Ali,F,4.11
G-96,Team 09,4693,LKCMedicine,Ellie Bell,F,3.86
G-96,Team 10,2782,CoB (NBS),Samuel Robinson,M,4.14
G-96,Team 10,3783,CCDS,Ranya Al-Mansoori,F,4.17
G-96,Team 10,4906,EEE,Caiyun,F,4.0
G-96,Team 10,5278,LKCMedicine,Anjali Tiwari,F,3.94
G-96,Team 10,5363,CoB (NBS),Chad Dela Cruz,M,4.02
G-97,Team 01,118,ASE,Adrian Chen,M,3.97
G-97,Team 01,127,CCDS,Wicaksono Adi,M,4.2
G-97,Team 01,1860,CoB (NBS),Maya Gupta,F,4.14
G-97,Team 01,2122,SSS,Zohra Khan,F,4.18
G-97,Team 01,5159,CoB (NBS),Akira Kobayashi,F,4.14
G-97,Team 02,1711,CCDS,Bashir Raza,M,4.11
G-97,Team 02,1836,CoB (NBS),Bella Ramirez,F,4.26
G-97,Team 02,408,SSS,Bohan,F,4.1
G-97,Team 02,4602,SPMS,Bodhi Yang,M,4.17
G-97,Team 02,86,SSS,Asha Rahman,F,3.89
G-97,Team 03,1707,SSS,Mei Liu,F,4.25
G-97,Team 03,1953,SPMS,Wei Fang,M,4.01
G-97,Team 03,394,CCEB,Lachlan Thompson,M,4.03
G-97,Team 03,4703,CoB (NBS),Scarlett Evans,F,4.2
G-97,Team 03,863,SBS,Aria Thompson,F,3.86
G-97,Team 04,1924,CoB (NBS),Mei Xuan Tan,F,4.0
G-97,Team 04,3442,ADM,Diana Khan,F,4.0
G-97,Team 04,5648,SBS,Hannah Rogers,F,3.9
G-97,Team 04,595,EEE,Ali Raza,M,3.89
G-97,Team 04,854,SSS,Emily Evans,F,4.19
G-97,Team 05,185,CCEB,Xiu Ying,F,4.17
G-97,Team 05,2380,CCDS,Siti Aminah Binti Ibrahim,F,4.1
G-97,Team 05,3694,EEE,Grayson Wright,M,3.89
G-97,Team 05,5239,SBS,Maya Chua,F,4.21
G-97,Team 05,5829,ADM,Layla Zhao,F,4.1
G-97,Team 06,1222,EEE,Long Thi Bich,M,4.17
G-97,Team 06,2111,CCDS,Olive Wong,F,4.18
G-97,Team 06,3218,SBS,Savannah Wood,F,4.06
G-97,Team 06,3917,MAE,Jasmine Wong,F,4.01
G-97,Team 06,862,CCEB,Violet Lee,F,4.05
G-97,Team 07,2989,CoE,Jayden Chen,M,4.2
G-97,Team 07,3816,CCEB,Rongxian,F,4.3
G-97,Team 07,4618,CEE,Tanya Acharya,F,4.2
G-97,Team 07,4714,CCDS,Kiran Iyer,F,3.9
G-97,Team 07,5560,SBS,Zhou Wei,M,4.02
G-97,Team 08,1155,CCDS,Kinsley Price,F,3.87
G-97,Team 08,1915,CCEB,Maya Wood,F,4.06
G-97,Team 08,2771,CoE,Margo Wang,F,3.91
G-97,Team 08,3176,CEE,Lola Zhao,F,4.19
G-97,Team 08,3284,SSS,Quade Cruz,M,3.89
G-97,Team 09,1901,CEE,Quinn Yip,M,4.04
G-97,Team 09,2168,EEE,Priti Choudhary,F,4.26
G-97,Team 09,3266,CoB (NBS),Chao Zhang,M,4.12
G-97,Team 09,4356,CCEB,Keira Martinez,F,4.26
G-97,Team 09,4757,CCDS,Kaira Lim,F,4.01
G-97,Team 10,1786,CEE,Tony Tsang,M,4.07
G-97,Team 10,2058,CoB (NBS),Alexander Mitchell,M,4.06
G-97,Team 10,3336,CCDS,Jin-Ah Kim,F,3.86
G-97,Team 10,3954,EEE,Kira Dewi,F,4.0
G-97,Team 10,935,CCEB,Ayesha Siddiqui,F,4.16
G-98,Team 01,2934,EEE,Tara Menon,F,4.03
G-98,Team 01,3122,MAE,Diana Binti Mohd,F,3.88
G-98,Team 01,3220,CCDS,Asher Wang,M,4.27
G-98,Team 01,4691,SPMS,Carter Lee,M,4.11
G-98,Team 01,947,CoB (NBS),Zhi Xuan,M,4.04
G-98,Team 02,1280,CEE,Jason Lam,M,4.14
G-98,Team 02,2289,MAE,Victoria Reed,F,3.89
G-98,Team 02,3960,SPMS,Henry Bennett,M,3.85
G-98,Team 02,4243,EEE,Emily Li,F,4.01
G-98,Team 02,4447,CCDS,Gage Fisher,M,4.22
G-98,Team 03,107,EEE,Paige Wang,F,3.88
G-98,Team 03,1777,WKW SCI,Henry Hill,M,4.1
G-98,Team 03,3105,ADM,Maya Lewis,F,4.05
G-98,Team 03,4310,CCDS,Caleb Lim,M,4.02
G-98,Team 03,4414,MAE,Colton Bailey,M,4.12
G-98,Team 04,1537,NIE,Josh Thompson,M,4.18
G-98,Team 04,276,EEE,Zoe Lee,F,4.03
G-98,Team 04,3695,CCEB,Pei Li,F,4.18
G-98,Team 04,417,CCDS,Budi Santoso,M,4.05
G-98,Team 04,5369,SoH,Jay Patel,M,4.03
G-98,Team 05,1447,SSS,Avery Smith,F,4.12
G-98,Team 05,3167,SoH,Hugo Yang,M,4.26
G-98,Team 05,3983,SBS,Leah Wilson,F,4.08
G-98,Team 05,4172,CCDS,Dhruv Singh,M,4.14
G-98,Team 05,738,MSE,Judah Hall,M,4.03
G-98,Team 06,2517,ADM,Liu Chen,M,4.14
G-98,Team 06,4793,SBS,Kaiming,F,4.0
G-98,Team 06,5010,CCDS,Haru Yamaguchi,M,4.14
G-98,Team 06,5097,CoB (NBS),Katherine Young,F,4.14
G-98,Team 06,5550,SoH,Alexander King,M,4.0
G-98,Team 07,2875,CoB (NBS),Hana Wong,F,4.01
G-98,Team 07,4199,CEE,Malachi Foster,M,4.26
G-98,Team 07,4747,CCDS,Jae-Suk Jung,M,3.97
G-98,Team 07,529,EEE,Uriah Salazar,M,4.15
G-98,Team 07,5855,NIE,Nianzu,F,4.3
G-98,Team 08,1126,CEE,Nina Lin,F,4.08
G-98,Team 08,1639,EEE,Matthew Evans,M,4.11
G-98,Team 08,2335,CCDS,Logan Taylor,M,4.02
G-98,Team 08,3491,MSE,Ryusei Nakamura,M,4.09
G-98,Team 08,4160,CoB (NBS),Abigail King,F,4.02
G-98,Team 09,1612,SSS,Mindy Kwan,F,4.02
G-98,Team 09,3942,CCDS,Siddharth Mehta,M,4.21
G-98,Team 09,4035,CoE,Umar Sembiring,M,3.9
G-98,Team 09,5605,CCDS,Dawn Lim,F,4.2
G-98,Team 09,568,EEE,Finnley Brooks,M,4.02
G-98,Team 10,3041,CCDS,Syahrul Bin Omar,M,4.2
G-98,Team 10,4412,SSS,Michelle Lee,F,4.02
G-98,Team 10,4927,EEE,Aiden Chen,M,4.01
G-98,Team 10,5545,CCDS,Asha Devi,F,4.52
G-98,Team 10,5866,ASE,Ritika Sharma,F,4.06
G-99,Team 01,1238,NIE,Daniel White,M,4.0
G-99,Team 01,1554,SSS,Zion Tan,M,4.0
G-99,Team 01,3509,EEE,Sana Tan,F,4.02
G-99,Team 01,4718,CEE,Niko Setiawan,M,4.05
G-99,Team 01,943,CCEB,Farah Binti Omar,F,4.0
G-99,Team 02,1472,EEE,Queenie Li,F,4.12
G-99,Team 02,2578,CEE,Qasim Bin Noor,M,4.05
G-99,Team 02,4342,CoE,Samantha Rogers,F,3.88
G-99,Team 02,4855,CCEB,Maya Morgan,F,4.03
G-99,Team 02,4892,CCDS,Ikram Tan,M,4.11
G-99,Team 03,1845,CCEB,Xiaoling Zhang,F,4.17
G-99,Team 03,2443,CCDS,Manoj Patel,M,4.0
G-99,Team 03,253,EEE,Aria Wadhwa,F,4.03
G-99,Team 03,2766,SoH,Nisha Malik,F,4.03
G-99,Team 03,740,SPMS,Nash Li,M,4.08
G-99,Team 04,1586,MSE,Rafael De Leon,M,4.11
G-99,Team 04,1653,CCDS,Travis Wong,M,4.02
G-99,Team 04,4630,ADM,Natalia Wong,F,4.11
G-99,Team 04,5085,CCEB,Rina Tan,F,4.13
G-99,Team 04,5561,EEE,Fatima Iqbal,F,3.96
G-99,Team 05,1865,MSE,Naoko Ueda,F,3.86
G-99,Team 05,4739,SSS,Sophie Rivera,F,4.06
G-99,Team 05,5329,CoB (NBS),Ali Zain,M,3.94
G-99,Team 05,5841,CoE,William Yang,M,4.2
G-99,Team 05,885,MAE,Aki Yoshida,F,3.9
G-99,Team 06,1063,ASE,Maya Hughes,F,4.27
G-99,Team 06,122,CoB (NBS),Samuel Wright,M,4.08
G-99,Team 06,2282,SSS,Natalia Fedorova,F,4.0
G-99,Team 06,66,CoB (NBS),Layla Turner,F,4.12
G-99,Team 06,771,CoE,Michael Walker,M,4.14
G-99,Team 07,1403,SSS,Meera Shah,F,4.25
G-99,Team 07,1478,MAE,Kylan Yang,M,4.18
G-99,Team 07,2264,WKW SCI,Phan Duc Minh,M,4.05
G-99,Team 07,4797,SoH,Mai Tran,F,4.14
G-99,Team 07,4819,CoB (NBS),Aaliyah Howard,F,4.0
G-99,Team 08,1944,CCEB,Vikas Mehta,M,4.01
G-99,Team 08,283,WKW SCI,Nobu Yamamoto,M,4.06
G-99,Team 08,2981,SSS,Lian Chen,F,4.26
G-99,Team 08,5482,CEE,Joanna Tan,F,4.02
G-99,Team 08,5762,CCDS,Ruby Nelson,F,4.08
G-99,Team 09,2897,SoH,Ella Santos,F,4.03
G-99,Team 09,3607,SSS,Kiran Malhotra,F,4.08
G-99,Team 09,4009,EEE,Zachary Chen,M,4.19
G-99,Team 09,481,CCDS,Katherine Morales,F,4.18
G-99,Team 09,766,WKW SCI,Hassan Shah,M,4.01
G-99,Team 10,1058,SSS,Karla Bautista,F,4.15
G-99,Team 10,2439,EEE,Ronin Huang,M,4.15
G-99,Team 10,4913,SPMS,Amaya Tan,F,3.92
G-99,Team 10,5249,CCDS,Hana Binti Ali,F,4.1
G-99,Team 10,5402,MAE,Matthew Garcia,M,3.86
G-100,Team 01,1547,CCEB,Margaret Li,F,4.2
G-100,Team 01,356,CoE,Yasir Qureshi,M,4.08
G-100,Team 01,370,EEE,Mia Wong,F,4.03
G-100,Team 01,5953,SBS,Orlando Wu,M,4.01
G-100,Team 01,701,CoB (NBS),Ameer Bin Rahman,M,4.2
G-100,Team 02,1145,CCEB,Fay Tan,F,4.09
G-100,Team 02,2017,CoE,Caiyun,M,3.91
G-100,Team 02,2040,SoH,Wesley Turner,M,4.17
G-100,Team 02,2346,EEE,Fiona Clark,F,4.15
G-100,Team 02,5945,CoB (NBS),Fergus Mendoza,M,4.11
G-100,Team 03,1824,MAE,Yuanqing,F,4.25
G-100,Team 03,2089,CoB (NBS),Han Zhang,M,4.02
G-100,Team 03,2468,EEE,Bella Perry,F,3.9
G-100,Team 03,4268,CCEB,Nadia Binti Azhar,F,4.15
G-100,Team 03,861,MSE,Hua Zhang,M,4.17
G-100,Team 04,111,SPMS,Ying Liu,F,4.03
G-100,Team 04,347,EEE,Meera Menon,F,3.92
G-100,Team 04,4043,CCDS,Adrian King,M,4.12
G-100,Team 04,4061,CCEB,Naina Gupta,F,4.2
G-100,Team 04,4888,NIE,Carter Moore,M,4.1
G-100,Team 05,1683,SSS,Diya Nair,F,4.11
G-100,Team 05,2000,NIE,Danty Susanto,M,4.05
G-100,Team 05,2009,CCDS,Isabella Thomas,F,3.9
G-100,Team 05,2698,CCDS,Owen Hill,M,4.03
G-100,Team 05,3137,LKCMedicine,Raquel Huang,F,4.18
G-100,Team 06,1875,SoH,Rachel Lee,F,4.11
G-100,Team 06,2603,CoE,Ali Rehman,M,4.14
G-100,Team 06,4743,SPMS,Jack Foster,M,4.05
G-100,Team 06,5534,SSS,Neelam Bhatia,F,4.05
G-100,Team 06,5800,CoB (NBS),Yumi Nishikawa,F,4.14
G-100,Team 07,1795,SSS,Tao Wang,F,4.12
G-100,Team 07,2097,CoB (NBS),Siti Maryam,F,4.03
G-100,Team 07,4274,EEE,Tommy Wu,M,4.03
G-100,Team 07,745,CEE,Khalid Rahman,M,4.1
G-100,Team 07,967,SBS,Mia Phillips,F,4.17
G-100,Team 08,2332,CoB (NBS),Maya Ong,F,4.14
G-100,Team 08,412,MAE,Seema Kapoor,F,4.19
G-100,Team 08,424,CEE,Ashok Nair,M,4.52
G-100,Team 08,4283,ADM,Hassan Farooq,F,4.1
G-100,Team 08,5791,EEE,Peter Choi,M,4.19
G-100,Team 09,438,MAE,Iris Rivera,F,3.95
G-100,Team 09,4425,ASE,Carla Wang,F,4.12
G-100,Team 09,4857,EEE,Jordan Chen,M,4.06
G-100,Team 09,491,CoB (NBS),Fangling,F,4.05
G-100,Team 09,731,WKW SCI,Tae-Soo Kim,M,4.05
G-100,Team 10,1176,CCDS,Mia Hall,F,3.95
G-100,Team 10,3242,WKW SCI,Aiden Brown,M,3.9
G-100,Team 10,3280,CoB (NBS),Alina Malik,F,4.19
G-100,Team 10,5269,MSE,Anjali Nair,F,4.27
G-100,Team 10,5743,EEE,Bradley Huang,M,4.01
G-101,Team 01,1353,MAE,Kieran Harris,M,3.91
G-101,Team 01,2986,CCDS,Rishi Tan,M,4.08
G-101,Team 01,3886,ADM,Ajay Iyer,M,4.2
G-101,Team 01,615,SPMS,Gia Tsai,F,3.89
G-101,Team 01,757,CCEB,Savannah Torres,F,4.2
G-101,Team 02,23,CCEB,Daphne Tan,F,4.26
G-101,Team 02,3088,MSE,Eli Cruz,M,4.11
G-101,Team 02,3593,MAE,Minghao,M,4.15
G-101,Team 02,410,CoB (NBS),Jin Yang Tan,M,3.95
G-101,Team 02,5210,CoE,Amaya Sharma,F,4.15
G-101,Team 03,5191,CCEB,Khayla Rahayu,F,4.15
G-101,Team 03,5461,CoB (NBS),Suraj Mishra,M,4.08
G-101,Team 03,5809,CoE,Hannah Smith,F,4.11
G-101,Team 03,5987,MAE,Owen Nugroho,M,4.15
G-101,Team 03,849,SSS,Ethan Taylor,M,4.15
G-101,Team 04,35,SoH,Riley Lim,M,4.48
G-101,Team 04,4346,SBS,Manish Singh,M,4.1
G-101,Team 04,5633,CCEB,Ning Li,F,4.09
G-101,Team 04,621,CCDS,Christopher Cox,M,4.12
G-101,Team 04,762,CoE,Kate Tan,F,4.03
G-101,Team 05,1235,CCDS,Nguyen Thi Binh,F,4.21
G-101,Team 05,2828,NIE,Nguyen Hoang Long,M,4.05
G-101,Team 05,2852,NIE,Shayla Wang,F,4.01
G-101,Team 05,5468,CCDS,Lucas Chen,M,4.12
G-101,Team 05,696,NIE,Wyatt Price,M,3.95
G-101,Team 06,2349,EEE,Sandeep Rao,M,4.14
G-101,Team 06,4526,CCDS,Hope Chen,F,4.04
G-101,Team 06,4928,SPMS,Weijun,M,3.85
G-101,Team 06,5741,SBS,Isla Young,F,4.17
G-101,Team 06,715,ASE,Zoe King,F,3.88
G-101,Team 07,2753,MAE,Zadie Harris,F,4.52
G-101,Team 07,3546,SoH,Ying Wong,F,3.88
G-101,Team 07,4173,SBS,Evelyn Cheung,F,4.48
G-101,Team 07,4393,EEE,Kevin Brown,M,4.18
G-101,Team 07,665,SPMS,Qi Chen,M,4.04
G-101,Team 08,1346,SSS,Lola Tan,F,4.2
G-101,Team 08,2337,CoB (NBS),Sophia Jones,F,4.18
G-101,Team 08,4167,SPMS,Farhan Bin Azhar,M,4.2
G-101,Team 08,456,MAE,Wani Binti Jalil,F,4.0
G-101,Team 08,4896,EEE,Jaxon Lewis,M,4.12
G-101,Team 09,1545,SPMS,Carter Thompson,M,4.03
G-101,Team 09,1839,LKCMedicine,Kexin,F,4.0
G-101,Team 09,4045,MAE,Sofia Reddy,F,4.09
G-101,Team 09,437,CoE,Xiao Ming,M,4.17
G-101,Team 09,5291,CoB (NBS),Rachel Choi,F,4.12
G-101,Team 10,1293,CCEB,Jasper Wang,M,4.08
G-101,Team 10,2425,SPMS,Asher Nelson,M,4.21
G-101,Team 10,3382,CoB (NBS),Madiha Ali,F,3.9
G-101,Team 10,5015,ASE,Fatima Bhatia,F,4.19
G-101,Team 10,746,MAE,Alani Lin,F,4.03
G-102,Team 01,3439,SBS,Asher Clark,M,4.03
G-102,Team 01,3592,EEE,Alina Awan,F,4.1
G-102,Team 01,3820,SSS,Felix Wong,M,4.14
G-102,Team 01,4379,MAE,Zoe Martinez,F,4.21
G-102,Team 01,4386,WKW SCI,Riku Takeda,M,4.01
G-102,Team 02,2373,NIE,Elisha Wu,M,4.23
G-102,Team 02,3168,MAE,Sakshi Iyer,F,3.94
G-102,Team 02,39,EEE,Lyric Tan,F,4.04
G-102,Team 02,818,SSS,Hansel Bautista,M,4.06
G-102,Team 02,956,SBS,Raj Tan,M,4.17
G-102,Team 03,103,CoE,Maximus Wright,M,4.05
G-102,Team 03,3717,EEE,Nafisa Ali,F,3.95
G-102,Team 03,3909,CCEB,Zara Lim,F,4.1
G-102,Team 03,5023,LKCMedicine,Svetlana Chernyshova,F,4.06
G-102,Team 03,783,CCDS,Ajay Bhatt,M,4.22
G-102,Team 04,1634,CCDS,Sofia Hernandez,F,4.26
G-102,Team 04,2376,MSE,Hao Yang Tan,M,4.3
G-102,Team 04,5144,CCEB,Aria Murphy,F,4.2
G-102,Team 04,5578,CCDS,Minh Tran,M,4.03
G-102,Team 04,714,CoB (NBS),Nisha Gupta,F,4.21
G-102,Team 05,1688,MSE,Pranata Santoso,M,3.95
G-102,Team 05,2221,EEE,Levi Huang,M,4.04
G-102,Team 05,2720,WKW SCI,Nira Gupta,F,4.12
G-102,Team 05,4862,CCDS,Melati Ahmad,F,3.88
G-102,Team 05,5690,CCEB,Maharani Sari,F,4.3
G-102,Team 06,2079,CoB (NBS),Gina Lau,F,4.15
G-102,Team 06,3692,EEE,Harsh Kumar,M,4.05
G-102,Team 06,5147,SoH,Min-Ji Park,F,4.03
G-102,Team 06,5447,CCDS,Lan Nguyen,F,4.15
G-102,Team 06,5888,CEE,Bradley Yang,M,4.09
G-102,Team 07,1362,MAE,Yong Hui,M,4.21
G-102,Team 07,2013,NIE,Wyatt Thompson,M,4.09
G-102,Team 07,3043,CoE,Maya Sari,F,4.15
G-102,Team 07,3957,CEE,Megan Walker,F,4.06
G-102,Team 07,828,SSS,Sakshi Singh,F,4.14
G-102,Team 08,2192,SPMS,Liu Fang,F,4.03
G-102,Team 08,2315,SPMS,Cheng Fang Tan,M,4.05
G-102,Team 08,2595,CoE,Fariha Noor,F,4.14
G-102,Team 08,448,SSS,Margarita Sokolova,F,4.03
G-102,Team 08,5913,MAE,Ulysses Salazar,M,4.2
G-102,Team 09,1768,SoH,Travis Lim,M,4.0
G-102,Team 09,2560,SBS,Simran Singh,F,4.03
G-102,Team 09,3413,SSS,Kiran Shah,F,4.12
G-102,Team 09,4404,MAE,Omar Farooq,M,4.2
G-102,Team 09,902,MSE,Layla Cooper,F,4.03
G-102,Team 10,2246,SoH,Luca Torres,M,4.12
G-102,Team 10,2403,MAE,Henry Tan,M,4.12
G-102,Team 10,337,CoB (NBS),Kanwal Bukhari,F,4.16
G-102,Team 10,5928,SSS,Anjali Kumar,F,3.95
G-102,Team 10,613,SBS,Nina Phillips,F,4.11
G-103,Team 01,1618,CEE,Dallas Huang,M,4.09
G-103,Team 01,2601,SSS,Tommy Wu,M,4.22
G-103,Team 01,4132,EEE,Aria Martinez,F,4.18
G-103,Team 01,5040,ASE,Dev Sharma,M,4.26
G-103,Team 01,778,CoB (NBS),Selina Loh,F,3.91
G-103,Team 02,18,CEE,Alan Chan,M,4.0
G-103,Team 02,2679,SSS,Khalil Bin Ismail,M,4.09
G-103,Team 02,3251,EEE,Emily Scott,F,4.07
G-103,Team 02,4616,ASE,Eli Tan,M,3.88
G-103,Team 02,4842,SoH,Carmen Ong,F,4.09
G-103,Team 03,1879,MSE,Naim Bin Hashim,M,4.2
G-103,Team 03,2559,CEE,Everett Harris,M,4.14
G-103,Team 03,3497,NIE,Hikaru Sato,M,4.14
G-103,Team 03,4559,EEE,Sofia Kim,F,4.17
G-103,Team 03,835,SoH,Maya Wilson,F,4.13
G-103,Team 04,1292,SoH,Queenie Lee,F,4.06
G-103,Team 04,1911,CEE,Mansoor Qureshi,M,4.12
G-103,Team 04,4427,EEE,Willow Wong,F,4.19
G-103,Team 04,4678,SPMS,Irfan Bin Hassan,M,4.0
G-103,Team 04,925,MSE,Saad Malik,M,4.05
G-103,Team 05,2165,CoE,David Young,M,4.19
G-103,Team 05,344,CEE,Tyler Hall,M,4.11
